method,t,median,q1,q3,coverage
abc,12.91873099208564,25.94637223974763,14.583132854750861,34.599014052295885,1.0
abc,15.385204245339567,25.46709991876523,14.386944513943686,34.37239521505823,1.0
abc,18.322582134098628,24.881703470031546,14.08651532939433,34.09345518716423,1.0
abc,21.82077083328191,24.842271293375397,13.868867761119345,33.88227168594271,1.0
abc,25.98684160746592,24.763406940063092,13.868867761119345,33.38853585759422,1.0
abc,30.948308008510093,24.540133779264213,13.656031678823688,33.38853585759422,1.0
abc,36.85702876314293,24.498327759197323,13.548735541484632,33.20112956074264,1.0
abc,43.89385580864722,24.21135646687697,13.256630227679516,32.77487825125094,1.0
abc,52.27416974200008,24.132492113564666,13.172549510190727,32.77487825125094,1.0
abc,62.25447210944526,23.72055239642567,12.944821878789044,32.42358946049987,1.0
abc,74.14023631085618,23.501577287066247,12.809498835620392,32.21931659693166,1.0
abc,88.29525741646478,23.462145110410095,12.724088999313214,31.76778242677824,1.0
abc,105.1527870716838,23.06782334384858,12.471720599523291,31.76778242677824,1.0
abc,125.2287943030676,22.87066246056782,11.996793640720762,31.62831241283124,1.0
abc,149.137758107251,22.79179810725552,11.683505619478632,30.96757322175732,1.0
abc,177.61147519657962,22.745735174654754,11.632365514473662,30.404463040446306,1.0
abc,211.52145856195136,22.27917981072555,11.206182059290537,30.237099023709902,1.0
abc,251.90561241978202,21.608832807570977,11.206182059290537,30.132496513249652,1.0
abc,300.0000000000001,21.529968454258675,10.95393990682417,30.132496513249652,1.0
brkga,0.01,43.33333333333333,32.657657657657666,58.00180831826401,0.9701492537313433
brkga,0.01190922255039211,42.586750788643535,31.137387387387385,55.56057866184448,0.9701492537313433
brkga,0.014182958175476787,42.75026340225041,30.23694056960186,55.738242148191304,0.9850746268656716
brkga,0.016890800533465627,42.4348059890012,29.899102731764017,54.48943539864969,0.9850746268656716
brkga,0.020115630260732383,41.37867629817447,28.939153661309494,52.444051212985585,0.9850746268656716
brkga,0.0239561517516464,39.788425493084375,28.398200217045087,52.426617461242216,0.9850746268656716
brkga,0.028529914266132276,39.788425493084375,28.061357518357227,52.426617461242216,0.9850746268656716
brkga,0.03397690983389759,39.444984406493894,27.698582160021424,52.13069292385139,0.9850746268656716
brkga,0.04046385807864926,39.21813028144541,26.494663732904982,51.71561673236637,0.9850746268656716
brkga,0.04818930911061157,38.63360127532516,26.293652659241044,51.011157601115755,0.9850746268656716
brkga,0.05738972067479109,38.24921135646687,25.794400017784778,49.26801545590365,1.0
brkga,0.06834669556209264,36.69950738916256,25.297873240032132,48.275718934714746,1.0
brkga,0.0813956008032858,35.960591133004925,24.702126759967868,47.06349206349206,1.0
brkga,0.09693583245892048,35.59113300492611,23.737828367888184,45.70535722787415,1.0
brkga,0.11544304018608072,34.93431855500821,22.747255938207793,44.84449951894801,1.0
brkga,0.13748368574698944,33.949096880131364,21.914842131753684,44.68628656383106,1.0
brkga,0.16373238106090687,33.825944170771756,21.409963093468715,44.32821943282194,1.0
brkga,0.19499253647599463,32.608695652173914,20.75808992849352,43.55357669962606,1.0
brkga,0.232220951255807,32.525083612040135,20.02625608470117,42.60764788571521,1.0
brkga,0.2765570989369163,30.40152963671128,19.433131428061486,41.4480259870065,1.0
brkga,0.3293580039130544,30.01672240802676,18.478525788814963,40.11329512235033,1.0
brkga,0.39223977673534804,29.254302103250478,17.680031653917172,39.701001269276865,1.0
brkga,0.46712707942573733,28.82409177820268,16.99912895870432,39.17930415323312,1.0
brkga,0.5563120348195794,28.027823240589196,16.21227076244891,38.773699433469105,1.0
brkga,0.6625243830127855,27.454991816693944,15.034766535109432,37.92346391871667,1.0
brkga,0.7890150322360485,26.636661211129294,14.246134302860398,37.63366179517111,1.0
brkga,0.9396555614503901,25.93582887700535,13.938799953954016,36.98316283034953,1.0
brkga,1.1190567202026338,25.204582651391163,13.648216384996264,35.89060542065738,1.0
brkga,1.3327095527405048,24.808795411089868,13.315438359975177,35.56853667140294,1.0
brkga,1.5871534658620194,24.414348462664712,12.944705685691652,34.97976388052387,1.0
brkga,1.8901763846576944,24.06417112299465,12.787355277598099,33.874188601051664,1.0
brkga,2.251053122438406,23.31550802139037,12.514845605700714,33.356266637887614,1.0
brkga,2.6808292607874016,23.08228730822873,12.309751972942502,32.601662572381116,1.0
brkga,3.192659228632032,22.084130019120458,12.088574205935831,32.48775474584831,1.0
brkga,3.802208928134209,21.988527724665392,11.924708338808825,31.865173045695542,1.0
brkga,4.528135230823811,21.845124282982795,11.821630775268732,31.407947514209656,1.0
brkga,5.3926570202151884,21.253943217665615,11.474255189970496,30.611866145823143,1.0
brkga,6.422235259167707,21.223709369024856,11.25563063063063,30.17673730384338,1.0
brkga,7.648382897240333,21.223709369024856,10.559086842133294,29.76574154789079,1.0
brkga,9.108629407384788,20.223152022315205,10.559086842133294,28.981865709869332,1.0
brkga,10.847669474159156,19.676656151419557,10.511922336085258,28.672926109792073,1.0
brkga,12.91873099208564,19.676656151419557,10.355941704035875,27.96367994100295,1.0
brkga,15.385204245339567,19.4006309148265,10.103794343810193,27.88746042880783,1.0
brkga,18.322582134098628,19.4006309148265,9.374422577906794,27.73873120368372,1.0
brkga,21.82077083328191,18.35564053537285,9.033191226129873,27.152483209614708,1.0
brkga,25.98684160746592,18.35564053537285,8.976221761762773,26.854799923047327,1.0
brkga,30.948308008510093,18.164435946462714,8.873234199700297,26.722133786603354,1.0
brkga,36.85702876314293,18.164435946462714,8.503557077926356,26.317873429191053,1.0
brkga,43.89385580864722,18.11663479923518,8.503557077926356,26.127324648703247,1.0
brkga,52.27416974200008,18.11663479923518,8.429030542662634,26.012995380410565,1.0
brkga,62.25447210944526,18.0205047318612,7.81758448060075,25.62461008288524,1.0
brkga,74.14023631085618,17.547318611987382,7.786295369211514,25.58951620676662,1.0
brkga,88.29525741646478,17.144026186579378,7.49436936936937,25.287857411999752,1.0
brkga,105.1527870716838,17.144026186579378,7.340860597439545,25.128037813651517,1.0
brkga,125.2287943030676,16.65302782324059,7.340860597439545,24.948181698543607,1.0
brkga,149.137758107251,16.58699808795411,7.035644667223615,24.824955066694397,1.0
brkga,177.61147519657962,16.44359464627151,7.035644667223615,24.824955066694397,1.0
brkga,211.52145856195136,16.246056782334385,6.77344563545518,24.29141848132854,1.0
brkga,251.90561241978202,16.206624605678236,6.627252252252252,24.29141848132854,1.0
brkga,300.0000000000001,15.92809364548495,6.6027809094325445,24.001951442321975,1.0
cmaes,0.01,49.04459424423127,32.33292458614347,66.40516039051604,0.835820895522388
cmaes,0.01190922255039211,47.10035317575816,30.47582822366615,62.67471907740587,0.8656716417910447
cmaes,0.014182958175476787,45.4102355808286,30.99775784753363,62.76150627615063,0.9104477611940298
cmaes,0.016890800533465627,44.90358358583025,30.613984449947573,56.5809697813352,0.9253731343283582
cmaes,0.020115630260732383,43.63894811656006,28.307174887892376,55.952380952380956,0.9701492537313433
cmaes,0.0239561517516464,41.88963210702341,28.82882882882883,55.30045351473923,0.9701492537313433
cmaes,0.028529914266132276,40.21739130434783,27.466367713004487,54.46304044630404,0.9701492537313433
cmaes,0.03397690983389759,40.020976353928305,27.778952264174876,53.053151640403,0.9850746268656716
cmaes,0.04046385807864926,39.39006680812565,27.363677363888776,52.8983533458932,0.9850746268656716
cmaes,0.04818930911061157,38.999149210819695,25.464709032739982,52.54531987308985,0.9850746268656716
cmaes,0.05738972067479109,37.73014310269723,25.168565033007702,50.849635309873115,0.9850746268656716
cmaes,0.06834669556209264,37.256093769431665,24.775168069003428,48.9755595404131,0.9850746268656716
cmaes,0.0813956008032858,35.960591133004925,24.366223071832955,47.575878329016405,1.0
cmaes,0.09693583245892048,35.960591133004925,23.81096050508772,47.24546722454672,1.0
cmaes,0.11544304018608072,35.38587848932677,23.301950609128674,47.02754532775453,1.0
cmaes,0.13748368574698944,34.93431855500821,22.3784653853157,45.91353442203906,1.0
cmaes,0.16373238106090687,34.072249589490966,21.428355924236843,45.481278285372724,1.0
cmaes,0.19499253647599463,33.428107229894394,20.81909492413945,45.143454871488345,1.0
cmaes,0.232220951255807,33.08359621451104,19.972326586676363,44.519872105048435,1.0
cmaes,0.2765570989369163,32.49211356466877,19.38249909101927,42.930004703706935,1.0
cmaes,0.3293580039130544,31.545741324921135,18.147749887654875,42.33621894867888,1.0
cmaes,0.39223977673534804,31.194151096669376,17.10689108390902,40.778564692549125,1.0
cmaes,0.46712707942573733,30.463038180341186,16.307467486942194,39.73533939485799,1.0
cmaes,0.5563120348195794,29.85015772870662,15.483248326147159,39.35587017696998,1.0
cmaes,0.6625243830127855,28.66719242902208,14.93969658475331,38.31754078001481,1.0
cmaes,0.7890150322360485,27.33224222585925,14.33904721842465,37.538063337393424,1.0
cmaes,0.9396555614503901,26.73501577287066,14.045918268579284,36.71439739986734,1.0
cmaes,1.1190567202026338,26.11639824304539,13.772286427783264,36.01658829192432,1.0
cmaes,1.3327095527405048,25.450081833060555,13.312743713863117,35.73495147327407,1.0
cmaes,1.5871534658620194,24.645110410094638,12.13400900900901,34.99543664803298,1.0
cmaes,1.8901763846576944,24.48738170347003,10.785441032604727,34.591492637483825,1.0
cmaes,2.251053122438406,23.462145110410095,9.64617372640063,33.745396821481464,1.0
cmaes,2.6808292607874016,22.20031545741325,8.417631604798956,32.84789902030819,1.0
cmaes,3.192659228632032,21.253943217665615,7.961771566737323,32.16596293839507,1.0
cmaes,3.802208928134209,19.362745098039216,7.021454485293249,31.27634216097063,1.0
cmaes,4.528135230823811,18.49904397705545,6.847635937600308,30.498574443662754,1.0
cmaes,5.3926570202151884,18.021032504780116,5.821707357581797,29.603883387979035,1.0
cmaes,6.422235259167707,16.778202676864247,5.480571382348927,29.100241817453373,1.0
cmaes,7.648382897240333,15.107913669064748,5.480571382348927,28.633069276625516,1.0
cmaes,9.108629407384788,13.879598662207357,5.362005760670332,28.053890746751918,1.0
cmaes,10.847669474159156,13.813229571984436,5.362005760670332,26.372238064334596,1.0
cmaes,12.91873099208564,11.871657754010695,5.362005760670332,25.43310334483276,1.0
cmaes,15.385204245339567,11.666666666666666,5.362005760670332,24.752553381742366,1.0
cmaes,18.322582134098628,11.122994652406417,5.237627651217595,23.17480358810271,1.0
cmaes,21.82077083328191,11.122994652406417,5.237627651217595,21.92252417107326,1.0
cmaes,25.98684160746592,11.122994652406417,4.870990237099024,20.579773801606844,1.0
cmaes,30.948308008510093,10.924713584288053,4.836122733612273,19.538531089164003,1.0
cmaes,36.85702876314293,10.325047801147228,4.526345291479821,18.8268805623264,1.0
cmaes,43.89385580864722,9.42429022082019,4.378778339849934,18.024800817998134,1.0
cmaes,52.27416974200008,9.345425867507887,4.378778339849934,17.939893865593042,1.0
cmaes,62.25447210944526,9.345425867507887,4.378778339849934,17.825564597300357,1.0
cmaes,74.14023631085618,9.345425867507887,4.378778339849934,17.825564597300357,1.0
cmaes,88.29525741646478,9.345425867507887,4.378778339849934,17.740439603695673,1.0
cmaes,105.1527870716838,9.345425867507887,4.378778339849934,17.740439603695673,1.0
cmaes,125.2287943030676,9.345425867507887,4.378778339849934,17.740439603695673,1.0
cmaes,149.137758107251,9.345425867507887,4.378778339849934,17.740439603695673,1.0
cmaes,177.61147519657962,9.345425867507887,4.378778339849934,17.740439603695673,1.0
cmaes,211.52145856195136,9.227129337539433,4.378778339849934,17.536784199363733,1.0
cmaes,251.90561241978202,9.227129337539433,4.378778339849934,17.279233218217136,1.0
cmaes,300.0000000000001,9.227129337539433,4.378778339849934,17.279233218217136,1.0
cpsat,0.01,0.0,0.0,4.804804804804805,0.1044776119402985
cpsat,0.01190922255039211,0.0,0.0,15.24609843937575,0.13432835820895522
cpsat,0.014182958175476787,15.931506931130661,2.823240589198036,28.066876557752487,0.29850746268656714
cpsat,0.016890800533465627,16.616915422885572,4.215140244336337,27.72653770866515,0.34328358208955223
cpsat,0.020115630260732383,17.117117117117118,4.665959703075292,26.23318385650224,0.373134328358209
cpsat,0.0239561517516464,17.32861203449439,4.770093529372427,26.757040866880928,0.417910447761194
cpsat,0.028529914266132276,17.81609195402299,10.85899513776337,25.56053811659193,0.4925373134328358
cpsat,0.03397690983389759,17.678099452947325,10.706183290259464,27.053203121117242,0.5373134328358209
cpsat,0.04046385807864926,17.678099452947325,9.103415611721932,25.703990855325284,0.5671641791044776
cpsat,0.04818930911061157,18.0661450640693,9.542032191951154,27.158256448879683,0.6567164179104478
cpsat,0.05738972067479109,19.085173501577287,10.935738444193912,29.81403719256149,0.7313432835820896
cpsat,0.06834669556209264,18.948941265838812,9.115620186413146,28.693882715138223,0.746268656716418
cpsat,0.0813956008032858,18.507462686567163,8.508914100486225,27.659574468085108,0.7910447761194029
cpsat,0.09693583245892048,17.847025495750707,7.545045045045046,27.659574468085108,0.7910447761194029
cpsat,0.11544304018608072,17.82784957766616,6.138922075081188,27.033100003322737,0.835820895522388
cpsat,0.13748368574698944,17.846842227264105,5.804405730420386,28.71963217975874,0.8656716417910447
cpsat,0.16373238106090687,17.81609195402299,5.1016535646516665,25.21070670249681,0.8805970149253731
cpsat,0.19499253647599463,17.11143172052663,4.195955705344247,24.201276233386867,0.8955223880597015
cpsat,0.232220951255807,16.223175965665234,3.711558854718982,24.188790560471976,0.9104477611940298
cpsat,0.2765570989369163,16.05902777777778,3.9926428975664967,24.347627495630988,0.9402985074626866
cpsat,0.3293580039130544,15.750457302397226,4.146859083191851,24.293180373881267,0.9552238805970149
cpsat,0.39223977673534804,13.877349076402865,3.557302560830054,24.201828364137054,0.9552238805970149
cpsat,0.46712707942573733,12.14017521902378,3.1578947368421053,23.90488110137672,0.9701492537313433
cpsat,0.5563120348195794,11.270411421489577,2.8188877331333604,22.170789605197402,0.9850746268656716
cpsat,0.6625243830127855,10.061570511290736,2.012859124152334,21.21078066408972,0.9850746268656716
cpsat,0.7890150322360485,9.047246398127601,1.517283664771509,21.21078066408972,0.9850746268656716
cpsat,0.9396555614503901,8.88732748546662,1.2679639047263405,20.782914935885856,0.9850746268656716
cpsat,1.1190567202026338,7.8015471967516685,0.8703865155478059,20.782914935885856,0.9850746268656716
cpsat,1.3327095527405048,7.211003804506877,0.1670843776106934,20.626626887011977,0.9850746268656716
cpsat,1.5871534658620194,6.610127053110149,0.028153153153153154,19.907954249857994,0.9850746268656716
cpsat,1.8901763846576944,6.580016246953696,0.0,18.85888309063851,1.0
cpsat,2.251053122438406,6.580016246953696,0.0,16.856305750378777,1.0
cpsat,2.6808292607874016,6.580016246953696,0.0,15.356133235004915,1.0
cpsat,3.192659228632032,6.2032085561497325,0.0,14.325033875338754,1.0
cpsat,3.802208928134209,5.133689839572193,0.0,13.414909804613417,1.0
cpsat,4.528135230823811,4.269293924466338,0.0,11.312100213219615,1.0
cpsat,5.3926570202151884,4.029850746268657,0.0,10.48892813540467,1.0
cpsat,6.422235259167707,3.8461538461538463,0.0,10.480776560872105,1.0
cpsat,7.648382897240333,2.5373134328358207,0.0,9.395990590390761,1.0
cpsat,9.108629407384788,1.8883415435139574,0.0,9.04539555233073,1.0
cpsat,10.847669474159156,1.7651888341543511,0.0,8.87542903947163,1.0
cpsat,12.91873099208564,1.477832512315271,0.0,7.923453282828283,1.0
cpsat,15.385204245339567,0.8620689655172413,0.0,7.7715435606060606,1.0
cpsat,18.322582134098628,0.6978653530377668,0.0,7.103267883480826,1.0
cpsat,21.82077083328191,0.42780748663101603,0.0,6.966336465785407,1.0
cpsat,25.98684160746592,0.17543859649122806,0.0,6.560809065072158,1.0
cpsat,30.948308008510093,0.08408071748878924,0.0,6.005512224822837,1.0
cpsat,36.85702876314293,0.0,0.0,5.855222040652504,1.0
cpsat,43.89385580864722,0.0,0.0,5.548453282828283,1.0
cpsat,52.27416974200008,0.0,0.0,5.084996946217501,1.0
cpsat,62.25447210944526,0.0,0.0,4.470329139039582,1.0
cpsat,74.14023631085618,0.0,0.0,4.167066737079059,1.0
cpsat,88.29525741646478,0.0,0.0,4.024551376597836,1.0
cpsat,105.1527870716838,0.0,0.0,3.5701792377398722,1.0
cpsat,125.2287943030676,0.0,0.0,3.169747111602753,1.0
cpsat,149.137758107251,0.0,0.0,2.7615089111405,1.0
cpsat,177.61147519657962,0.0,0.0,2.4099883855981417,1.0
cpsat,211.52145856195136,0.0,0.0,2.1331712517551615,1.0
cpsat,251.90561241978202,0.0,0.0,1.818912954026858,1.0
cpsat,300.0000000000001,0.0,0.0,1.7656080499756857,1.0
csa,0.01,44.56140350877193,33.12780269058296,58.00180831826401,0.9701492537313433
csa,0.01190922255039211,43.61702127659575,32.53731343283582,56.2386980108499,0.9701492537313433
csa,0.014182958175476787,42.586750788643535,30.913978494623656,55.379746835443036,0.9701492537313433
csa,0.016890800533465627,41.63185786734388,30.55889905312149,54.057683199862225,0.9850746268656716
csa,0.020115630260732383,40.552595531203295,30.446958754614027,52.6346192485433,0.9850746268656716
csa,0.0239561517516464,40.41732440348822,29.204328692858578,52.43118344384167,0.9850746268656716
csa,0.028529914266132276,40.013731806804486,28.81523202784588,52.426617461242216,0.9850746268656716
csa,0.03397690983389759,39.7827438892494,28.560034449325368,52.21350324463243,0.9850746268656716
csa,0.04046385807864926,39.11794544806828,28.110410923665192,51.71561673236637,0.9850746268656716
csa,0.04818930911061157,38.42404549147035,27.777945392260232,50.92219187341267,1.0
csa,0.05738972067479109,37.77416734362308,27.354018940400756,50.08494619181288,1.0
csa,0.06834669556209264,37.54010695187166,26.74656996300489,49.949322322011795,1.0
csa,0.0813956008032858,37.54010695187166,25.93839937085871,49.259065550906556,1.0
csa,0.09693583245892048,36.70289855072464,25.93839937085871,47.54184100418411,1.0
csa,0.11544304018608072,35.67921440261866,25.321480416613813,47.376220362622036,1.0
csa,0.13748368574698944,35.63829787234043,25.221977929051622,46.08612273361227,1.0
csa,0.16373238106090687,35.3518821603928,24.751831248860263,45.76982466626818,1.0
csa,0.19499253647599463,34.893267651888344,24.32455489413332,45.41492329149233,1.0
csa,0.232220951255807,34.11860276198213,24.03858892506307,44.50139470013947,1.0
csa,0.2765570989369163,33.556782334384856,23.6182402435415,44.2381450488145,1.0
csa,0.3293580039130544,33.44202898550725,22.84124702267698,43.600034155921776,1.0
csa,0.39223977673534804,33.13953488372093,22.63670947555055,43.55644977656334,1.0
csa,0.46712707942573733,32.04711616571893,22.260078922745212,42.77821658649513,1.0
csa,0.5563120348195794,31.722177091795288,21.910096379091094,42.315095494264654,1.0
csa,0.6625243830127855,31.30114566284779,21.70069763786414,42.12332422508753,1.0
csa,0.7890150322360485,31.178396072013093,21.32918013188127,41.99082366605561,1.0
csa,0.9396555614503901,30.747126436781613,20.453326103707088,41.27630540837439,1.0
csa,1.1190567202026338,29.8440065681445,19.587295064103763,40.1215283699113,1.0
csa,1.3327095527405048,29.623567921440262,18.854297639330113,39.69617029771303,1.0
csa,1.5871534658620194,29.214402618657935,18.70622216585263,38.946514308044804,1.0
csa,1.8901763846576944,28.89983579638752,17.37559107326691,38.80126332876387,1.0
csa,2.251053122438406,28.776683087027912,16.683710933203322,38.02841226445601,1.0
csa,2.6808292607874016,28.472786352558895,15.92712523335707,37.3572218128224,1.0
csa,3.192659228632032,27.917981072555204,15.31806876644334,36.437697776236504,1.0
csa,3.802208928134209,27.681388012618296,14.891855246986662,36.118907769445286,1.0
csa,4.528135230823811,27.294882209585705,14.574260167186292,35.51736096059648,1.0
csa,5.3926570202151884,26.41711229946524,13.814439962066597,35.170126801006276,1.0
csa,6.422235259167707,26.14353312302839,13.3923714024954,35.07737656595431,1.0
csa,7.648382897240333,25.777414075286416,13.145254311357128,34.56530103149262,1.0
csa,9.108629407384788,25.459866220735787,12.330783651237866,34.1747876061969,1.0
csa,10.847669474159156,24.487381703470035,11.917601621151237,33.31095958297002,1.0
csa,12.91873099208564,24.224598930481285,11.753888588212742,32.665950541110874,1.0
csa,15.385204245339567,23.91304347826087,10.854671731817655,32.42158223206776,1.0
csa,18.322582134098628,23.65930599369085,10.138639175656342,32.05449502189933,1.0
csa,21.82077083328191,22.82608695652174,9.786758484295515,31.53150039897783,1.0
csa,25.98684160746592,22.172401171303076,9.187932567760893,31.363258764721564,1.0
csa,30.948308008510093,22.042586750788644,8.804421374163864,31.07168855135594,1.0
csa,36.85702876314293,21.608832807570977,8.605971851680005,30.885786874931,1.0
csa,43.89385580864722,20.859621451104104,8.121579012392099,30.536512978672413,1.0
csa,52.27416974200008,20.425867507886437,7.554215865455808,29.91252197727679,1.0
csa,62.25447210944526,19.893048128342247,7.044695317715544,29.733276085980716,1.0
csa,74.14023631085618,19.25133689839572,6.71255736337088,29.119087523884676,1.0
csa,88.29525741646478,19.037433155080215,6.330051901695791,28.650858920273098,1.0
csa,105.1527870716838,18.270571827057182,5.962483479651017,28.28904445258578,1.0
csa,125.2287943030676,17.364016736401673,5.704433547755702,27.516847725108317,1.0
csa,149.137758107251,16.387726638772662,5.607019252609169,26.941628511700507,1.0
csa,177.61147519657962,15.583173996175908,5.486893303297153,26.742103956525057,1.0
csa,211.52145856195136,15.152963671128107,5.399174005051539,26.310175494592173,1.0
csa,251.90561241978202,14.196940726577438,5.293631282383256,25.748956689232106,1.0
csa,300.0000000000001,13.862332695984703,5.053444180522565,25.28491098291942,1.0
de,0.01,44.01069518716578,32.657657657657666,58.00180831826401,0.9701492537313433
de,0.01190922255039211,43.850267379679146,32.038288288288285,58.00180831826401,0.9701492537313433
de,0.014182958175476787,42.971014492753625,31.36261261261261,55.56057866184448,0.9701492537313433
de,0.016890800533465627,42.4348059890012,30.23694056960186,54.478858502248414,0.9850746268656716
de,0.020115630260732383,42.045813019787786,29.34171184980961,53.13864277769791,0.9850746268656716
de,0.0239561517516464,40.773196659939416,29.10056657223796,52.426617461242216,0.9850746268656716
de,0.028529914266132276,40.366992676369705,28.33520076670472,52.426617461242216,0.9850746268656716
de,0.03397690983389759,39.918613454466794,27.868639593618905,52.033371365423804,0.9850746268656716
de,0.04046385807864926,39.27727854642964,27.33926864244742,51.71561673236637,0.9850746268656716
de,0.04818930911061157,38.85289512183971,26.864601466853117,50.90219665271967,0.9850746268656716
de,0.05738972067479109,38.24921135646687,26.74058008237969,49.23801459216881,1.0
de,0.06834669556209264,38.170347003154575,26.224042312338877,48.76220362622036,1.0
de,0.0813956008032858,37.083333333333336,25.438809316645475,48.08815785728517,1.0
de,0.09693583245892048,37.083333333333336,24.855332383455934,47.39695455557718,1.0
de,0.11544304018608072,36.04651162790697,23.982748811993844,45.91822221329793,1.0
de,0.13748368574698944,35.20066889632107,23.187816283389918,45.338589185928505,1.0
de,0.16373238106090687,34.06940063091483,22.817137488523052,44.89810534063513,1.0
de,0.19499253647599463,33.850267379679146,22.210346808558107,43.941326530612244,1.0
de,0.232220951255807,32.94314381270903,21.300448430493272,43.11438732661631,1.0
de,0.2765570989369163,32.69230769230769,20.69184356896784,42.424694977322524,1.0
de,0.3293580039130544,32.02341137123746,20.071210471248907,42.35495997034902,1.0
de,0.39223977673534804,31.68896321070234,19.79591984688551,41.09822386987038,1.0
de,0.46712707942573733,29.378068739770868,18.958072711176122,39.70729070611138,1.0
de,0.5563120348195794,28.805237315875615,18.30988984987453,39.393483174730626,1.0
de,0.6625243830127855,28.051839464882942,17.31731133619279,39.056020102007466,1.0
de,0.7890150322360485,27.74140752864157,16.60320728453776,37.837022556731,1.0
de,0.9396555614503901,27.550167224080266,15.800761535873427,36.83376537231498,1.0
de,1.1190567202026338,27.27272727272727,14.809920143965808,36.53899750201285,1.0
de,1.3327095527405048,26.309328968903436,13.840863395584424,36.143418164049166,1.0
de,1.5871534658620194,25.96153846153846,13.395729420407532,35.74963515251348,1.0
de,1.8901763846576944,25.50802139037433,12.64147288797366,34.86998887888576,1.0
de,2.251053122438406,24.713584288052374,11.81729154749409,34.03971701536726,1.0
de,2.6808292607874016,23.796791443850267,11.81729154749409,33.59344193342038,1.0
de,3.192659228632032,23.363338788870706,11.676367083007055,32.91084517503368,1.0
de,3.802208928134209,22.42225859247136,11.676367083007055,32.006975120570154,1.0
de,4.528135230823811,21.69732441471572,11.676367083007055,31.691866001738465,1.0
de,5.3926570202151884,20.962566844919785,11.620041425237932,30.88396933656502,1.0
de,6.422235259167707,20.347003154574132,11.607508000894008,30.4652858460285,1.0
de,7.648382897240333,19.597791798107256,11.476123241208883,29.93028470262595,1.0
de,9.108629407384788,19.164037854889592,11.476123241208883,29.384645478091947,1.0
de,10.847669474159156,18.88801261829653,11.476123241208883,28.36792512892341,1.0
de,12.91873099208564,18.555008210180624,11.443893879375526,28.33105197258123,1.0
de,15.385204245339567,18.49904397705545,11.376272573021453,27.681469187410197,1.0
de,18.322582134098628,18.414826498422713,11.348119419868299,27.064142716777205,1.0
de,21.82077083328191,18.217665615141957,11.25563063063063,26.58575902726603,1.0
de,25.98684160746592,18.217665615141957,11.25563063063063,26.10019509476031,1.0
de,30.948308008510093,18.217665615141957,11.25563063063063,26.10019509476031,1.0
de,36.85702876314293,18.099369085173503,11.14923900789177,25.783166109253067,1.0
de,43.89385580864722,18.099369085173503,11.14923900789177,25.57483277591973,1.0
de,52.27416974200008,17.744479495268138,11.14923900789177,25.009057971014492,1.0
de,62.25447210944526,17.744479495268138,11.14923900789177,24.755434782608695,1.0
de,74.14023631085618,17.744479495268138,11.14923900789177,24.495209653721428,1.0
de,88.29525741646478,17.744479495268138,11.14923900789177,24.495209653721428,1.0
de,105.1527870716838,17.744479495268138,11.14923900789177,24.377456030533022,1.0
de,125.2287943030676,17.744479495268138,11.148212735313773,23.972759383020353,1.0
de,149.137758107251,17.744479495268138,11.148212735313773,23.972759383020353,1.0
de,177.61147519657962,17.744479495268138,11.098563332216095,23.972759383020353,1.0
de,211.52145856195136,17.744479495268138,11.098563332216095,23.935913399232586,1.0
de,251.90561241978202,17.744479495268138,11.098563332216095,23.690299201863503,1.0
de,300.0000000000001,17.744479495268138,11.098563332216095,23.690299201863503,1.0
dispatching,0.01,16.206482593037215,8.843700159489634,23.455964325529543,0.582089552238806
dispatching,0.01190922255039211,19.01853776853777,9.695353247984828,25.576803383845444,0.6865671641791045
dispatching,0.014182958175476787,18.806306306306304,9.917022285443338,25.50040011685953,0.7014925373134329
dispatching,0.016890800533465627,19.230769230769234,9.473684210526317,25.3475935828877,0.7910447761194029
dispatching,0.020115630260732383,19.26450742240216,9.37799043062201,25.906571654790184,0.835820895522388
dispatching,0.0239561517516464,19.31000608777464,10.138691322901849,25.906571654790184,0.8955223880597015
dispatching,0.028529914266132276,19.31000608777464,10.138691322901849,25.906571654790184,0.8955223880597015
dispatching,0.03397690983389759,19.298245614035086,9.473684210526317,25.653206650831358,0.9104477611940298
dispatching,0.04046385807864926,19.298245614035086,9.473684210526317,25.653206650831358,0.9104477611940298
dispatching,0.04818930911061157,19.31000608777464,9.695353247984828,26.41330166270784,0.9253731343283582
dispatching,0.05738972067479109,19.31000608777464,9.695353247984828,26.41330166270784,0.9253731343283582
dispatching,0.06834669556209264,19.321766561514195,9.917022285443338,26.669680530440026,0.9402985074626866
dispatching,0.0813956008032858,19.702724284941198,10.138691322901849,26.78862874168702,0.9552238805970149
dispatching,0.09693583245892048,19.702724284941198,10.138691322901849,26.78862874168702,0.9552238805970149
dispatching,0.11544304018608072,19.702724284941198,10.138691322901849,26.78862874168702,0.9552238805970149
dispatching,0.13748368574698944,20.0836820083682,10.36036036036036,26.67269439421338,0.9701492537313433
dispatching,0.16373238106090687,20.605894541468995,10.386549340037712,27.020497436634304,0.9850746268656716
dispatching,0.19499253647599463,20.605894541468995,10.386549340037712,27.020497436634304,0.9850746268656716
dispatching,0.232220951255807,20.605894541468995,10.386549340037712,27.020497436634304,0.9850746268656716
dispatching,0.2765570989369163,20.605894541468995,10.386549340037712,27.020497436634304,0.9850746268656716
dispatching,0.3293580039130544,20.605894541468995,10.386549340037712,27.020497436634304,0.9850746268656716
