instance_id,method,legacy,eligible,legacy_repairs,eligible_repairs,difference
edata_la01,brkga,3.9408866995073892,2.6272577996715927,0.6704173183476421,0.0,1.3136288998357966
edata_la01,cmaes,4.679802955665025,4.187192118226601,0.6033390390568543,0.0,0.4926108374384235
edata_la01,de,8.538587848932677,10.755336617405582,0.7526936127198642,0.0,-2.2167487684729057
edata_la01,ga,2.70935960591133,1.8883415435139572,0.6572815438946729,0.0,0.8210180623973728
edata_la01,gwo,4.51559934318555,4.433497536945813,0.818130705552941,0.0,0.08210180623973695
edata_la01,lshade,2.052545155993432,1.9704433497536946,0.6065380047146702,0.0,0.08210180623973717
edata_la01,mde,1.9704433497536946,1.3136288998357963,0.5947831158118412,0.0,0.6568144499178983
edata_la01,pso,6.9786535303776684,5.582922824302134,0.5857503569626828,0.0,1.3957307060755344
edata_la21,brkga,17.690782953419227,18.63230921704658,0.7896132792814952,0.0,-0.9415262636273525
edata_la21,cmaes,13.429137760158572,13.528245787908821,0.7818122262668727,0.0,-0.0991080277502494
edata_la21,de,20.465807730426164,23.290386521308225,0.7991402391696012,0.0,-2.824578790882061
edata_la21,ga,11.546085232903867,10.901883052527255,0.8100264215576144,0.0,0.6442021803766114
edata_la21,gwo,21.06045589692765,21.655104063429135,0.7940141933308359,0.0,-0.5946481665014858
edata_la21,lshade,17.09613478691774,17.34390485629336,0.7943114358242858,0.0,-0.24777006937561907
edata_la21,mde,14.27155599603568,15.510406342913775,0.8041803549810951,0.0,-1.2388503468780954
edata_la21,pso,22.745292368681863,20.614469772051535,0.7936744656356955,0.0,2.1308225966303276
fattahi05,brkga,0.0,0.0,0.0,0.0,0.0
fattahi05,cmaes,0.0,0.0,0.0,0.0,0.0
fattahi05,de,0.0,0.0,0.0,0.0,0.0
fattahi05,ga,0.0,0.0,0.0,0.0,0.0
fattahi05,gwo,0.0,0.0,0.0,0.0,0.0
fattahi05,lshade,0.0,0.0,0.0,0.0,0.0
fattahi05,mde,0.0,0.0,0.0,0.0,0.0
fattahi05,pso,0.0,0.0,0.0,0.0,0.0
mk01,brkga,7.5,5.0,0.5131223975996209,0.0,2.5
mk01,cmaes,5.0,5.0,0.504920520299249,0.0,0.0
mk01,de,22.5,10.0,0.5086578598436191,0.0,12.5
mk01,ga,1.25,1.25,0.47672094984689733,0.0,0.0
mk01,gwo,8.75,6.25,0.4779764939745781,0.0,2.5
mk01,lshade,2.5,1.25,0.4946237482894701,0.0,1.25
mk01,mde,2.5,0.0,0.4849597870264933,0.0,2.5
mk01,pso,17.5,12.5,0.540656009909091,0.0,5.0
mk03,brkga,6.617647058823529,9.803921568627452,0.5645171162463539,0.0,-3.1862745098039227
mk03,cmaes,3.6764705882352944,0.0,0.5754725417650934,0.0,3.6764705882352944
mk03,de,14.950980392156863,9.068627450980394,0.5545144239965102,0.0,5.882352941176469
mk03,ga,0.0,0.0,0.5140630309332967,0.0,0.0
mk03,gwo,23.774509803921568,21.07843137254902,0.6470303467813193,0.0,2.6960784313725483
mk03,lshade,8.57843137254902,7.598039215686274,0.558977865225232,0.0,0.9803921568627452
mk03,mde,0.0,0.0,0.5475301087121061,0.0,0.0
mk03,pso,21.07843137254902,15.196078431372548,0.5436978079071055,0.0,5.882352941176471
mk06,brkga,93.85964912280701,74.56140350877192,0.7588218665093271,0.0,19.298245614035096
mk06,cmaes,62.280701754385966,55.26315789473684,0.7204495691435205,0.0,7.017543859649123
mk06,de,92.98245614035088,85.08771929824562,0.7533810823871102,0.0,7.89473684210526
mk06,ga,38.59649122807017,36.84210526315789,0.7014552849555882,0.0,1.7543859649122808
mk06,gwo,98.24561403508771,111.40350877192984,0.6518700410209826,0.0,-13.157894736842124
mk06,lshade,84.21052631578947,73.68421052631578,0.7290461174172164,0.0,10.526315789473685
mk06,mde,28.94736842105263,21.052631578947366,0.685717472915319,0.0,7.894736842105264
mk06,pso,105.26315789473684,89.47368421052632,0.7710726154934809,0.0,15.78947368421052
mk08,brkga,1.9120458891013383,3.6328871892925427,0.8235739160904846,0.0,-1.7208413001912044
mk08,cmaes,0.0,0.0,0.8363826883275806,0.0,0.0
mk08,de,1.6252390057361377,3.3460803059273427,0.8035323358048584,0.0,-1.720841300191205
mk08,ga,0.0,0.0,0.8161834950340849,0.0,0.0
mk08,gwo,3.824091778202677,4.3021032504780115,0.8783059308591876,0.0,-0.47801147227533436
mk08,lshade,1.338432122370937,1.147227533460803,0.8050006808716854,0.0,0.19120458891013392
mk08,mde,0.3824091778202677,0.19120458891013384,0.8137568752224374,0.0,0.19120458891013384
mk08,pso,2.9636711281070744,4.97131931166348,0.7940207425980053,0.0,-2.0076481835564057
mk10,brkga,74.87046632124353,68.65284974093265,0.7651375796658908,0.0,6.2176165803108745
mk10,cmaes,42.2279792746114,43.523316062176164,0.7748546783523704,0.0,-1.2953367875647643
mk10,de,73.05699481865284,64.76683937823834,0.7636687260601215,0.0,8.290155440414495
mk10,ga,51.29533678756477,51.55440414507772,0.767008745992894,0.0,-0.2590673575129472
mk10,gwo,92.48704663212436,83.93782383419689,0.7406222334198056,0.0,8.54922279792747
mk10,lshade,71.24352331606218,69.17098445595855,0.7669667304034065,0.0,2.0725388601036343
mk10,mde,51.03626943005182,47.92746113989637,0.7668722298401087,0.0,3.1088082901554444
mk10,pso,91.96891191709844,83.16062176165804,0.7708574894894888,0.0,8.808290155440403
rdata_la16,brkga,19.17712691771269,18.758716875871688,0.7435121141528728,0.0,0.4184100418410033
rdata_la16,cmaes,13.458856345885636,13.04044630404463,0.7266195856983697,0.0,0.41841004184100505
rdata_la16,de,29.428172942817294,23.15202231520223,0.7311992873684339,0.0,6.276150627615063
rdata_la16,ga,10.390516039051604,9.06555090655509,0.7452669298269938,0.0,1.324965132496514
rdata_la16,gwo,22.87308228730823,25.662482566248258,0.7473349919018746,0.0,-2.789400278940029
rdata_la16,lshade,16.666666666666664,16.94560669456067,0.738930381392233,0.0,-0.27894002789400574
rdata_la16,mde,10.599721059972108,8.92608089260809,0.7291389719153001,0.0,1.6736401673640184
rdata_la16,pso,22.94281729428173,22.733612273361228,0.7513481084261938,0.0,0.20920502092050342
vdata_la06,brkga,3.8172715894868583,5.444305381727158,0.4636290857645819,0.0,-1.6270337922403
vdata_la06,cmaes,2.3779724655819776,2.3153942428035044,0.5119664273393096,0.0,0.06257822277847325
vdata_la06,de,7.634543178973717,7.69712140175219,0.43268333645010215,0.0,-0.06257822277847325
vdata_la06,ga,0.8760951188986232,1.0638297872340425,0.4548573043875147,0.0,-0.1877346683354193
vdata_la06,gwo,10.450563204005006,11.32665832290363,0.465195830753073,0.0,-0.8760951188986237
vdata_la06,lshade,4.192740926157697,4.25531914893617,0.45623095514063716,0.0,-0.06257822277847325
vdata_la06,mde,1.5018773466833544,1.8147684605757197,0.46019124494878794,0.0,-0.31289111389236535
vdata_la06,pso,8.51063829787234,6.821026282853567,0.4532012480275721,0.0,1.6896120150187732
